municipio,vereda,coordenada_x,coordenada_y,latitud,longitud,altura,cuenca_hidrogr_fica,fen_meno_natural,n_mero_informe,fecha_reporte,enlace_a_reporte,tipo_fenomeno_normalizado,categoria_fenomeno,altura_msnm,coordenadas_validas,fecha_reporte_dt,año,mes,dia,dias_desde_evento,url_reporte,tiene_reporte,nivel_riesgo,id_fenomeno
BELÉN,Casco urbano,4553265,1734988,1.597501,-77.014547,2502,Río Mayo,Deslizamiento,387,2013-09-24T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-387-VISITA-TECNICA-MUNICIPIO-DE-BELEN-ACOMPANAMIENTO-DAGRD-2013.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2502,True,2013-09-24,2013,9,24,4446,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-387-VISITA-TECNICA-MUNICIPIO-DE-BELEN-ACOMPANAMIENTO-DAGRD-2013.pdf', 'description': 'Informe'}",True,ALTO,338
LA UNIÓN,Casco urbano,4540674,1735296,1.600055,-77.127506,1773,Río Mayo,Deslizamiento,309,2013-08-09T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-309-VISITA-TECNICA-MUNICIPIO-DE-LA-UNION-2013.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1773,True,2013-08-09,2013,8,9,4492,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-309-VISITA-TECNICA-MUNICIPIO-DE-LA-UNION-2013.pdf', 'description': 'Informe'}",True,ALTO,339
LA UNIÓN,Casco urbano,4540139,1734658,1.594286,-77.132294,1779,Río Mayo,Deslizamiento,309,2013-08-09T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-309-VISITA-TECNICA-MUNICIPIO-DE-LA-UNION-2013.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1779,True,2013-08-09,2013,8,9,4492,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-309-VISITA-TECNICA-MUNICIPIO-DE-LA-UNION-2013.pdf', 'description': 'Informe'}",True,ALTO,340
LA CRUZ,Casco urbano,4558437,1735298,1.60039,-76.96815,2370,Río Mayo,Erosión,250,2013-07-10T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-250-VISITA-TECNICA-LA-CRUZ-PUENTE-FENELON-ORDONEZ-2013.pdf', 'description': 'Informe'}",EROSIÓN,OTRO,2370,True,2013-07-10,2013,7,10,4522,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-250-VISITA-TECNICA-LA-CRUZ-PUENTE-FENELON-ORDONEZ-2013.pdf', 'description': 'Informe'}",True,BAJO,341
SAN BERNARDO,Casco urbano,4551523,1728801,1.541611,-77.030068,2192,Río Juanambú,Deslizamiento,738,2012-11-01T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/IT-738-Sambernardo-B.-la-Vega-Quebrada-la-Minga-2012.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2192,True,2012-11-01,2012,11,1,4773,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/IT-738-Sambernardo-B.-la-Vega-Quebrada-la-Minga-2012.pdf', 'description': 'Informe'}",True,ALTO,342
SAN BERNARDO,Casco urbano,4549863,1725872,1.515139,-77.044911,2056,Río Juanambú,Deslizamiento,739,2012-11-01T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/IT-739-Sambernardo-B.Guadalupe-Quebrada-el-Rollo-2012.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2056,True,2012-11-01,2012,11,1,4773,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/IT-739-Sambernardo-B.Guadalupe-Quebrada-el-Rollo-2012.pdf', 'description': 'Informe'}",True,ALTO,343
SAN BERNARDO,Casco urbano,4549527,1725649,1.51312,-77.047921,1998,Río Juanambú,Deslizamiento,740,2012-11-01T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/IT-740-Sambernardo-B.jardin-Quebrada-sanbernardo-2012.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1998,True,2012-11-01,2012,11,1,4773,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/IT-740-Sambernardo-B.jardin-Quebrada-sanbernardo-2012.pdf', 'description': 'Informe'}",True,ALTO,344
SAN BERNARDO,Mirador La Playa,4549458,1726028,1.516541,-77.048547,1982,Río Juanambú,Deslizamiento,1,2012-03-14T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/2012_03_16_Informe-SM_01-2012_Visita-MSan-Bernardo_MiradorLaPlaya-2012.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1982,True,2012-03-14,2012,3,14,5005,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/2012_03_16_Informe-SM_01-2012_Visita-MSan-Bernardo_MiradorLaPlaya-2012.pdf', 'description': 'Informe'}",True,ALTO,345
SAN BERNARDO,Casco urbano,4549495,1725874,1.515151,-77.048212,1964,Río Juanambú,Deslizamiento,2,2011-02-14T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-002-AREA-INESTABLE-QUEBRADA-SAN-BERNARDO-MUNICIPIO-DE-SAN-BERNARDO-2011.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,1964,True,2011-02-14,2011,2,14,5399,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-002-AREA-INESTABLE-QUEBRADA-SAN-BERNARDO-MUNICIPIO-DE-SAN-BERNARDO-2011.pdf', 'description': 'Informe'}",True,ALTO,346
SAN BERNARDO,Mirador La Playa,4549364,1726226,1.518327,-77.049393,2067,Río Juanambú,Deslizamiento,146,2010-12-30T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-AREA-INESTABLE-MIRADOR-LA-PLAYA-MUNICIPIO-DE-SAN-BERNARDO-2010.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2067,True,2010-12-30,2010,12,30,5445,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-AREA-INESTABLE-MIRADOR-LA-PLAYA-MUNICIPIO-DE-SAN-BERNARDO-2010.pdf', 'description': 'Informe'}",True,ALTO,347
LEIVA,El Palmar,4515982,1774771,1.955841,-77.349806,1259,Río Patía,Hundimiento de banca,135,2010-11-25T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-135-MUNICIPIO-DE-LEIVA-2010.pdf', 'description': 'Informe'}",HUNDIMIENTO DE BANCA,OTRO,1259,True,2010-11-25,2010,11,25,5480,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-135-MUNICIPIO-DE-LEIVA-2010.pdf', 'description': 'Informe'}",True,BAJO,348
COLÓN,La Primavera,4551464,1741935,1.660188,-77.03083,1738,Río Mayo,Deslizamiento traslacional,661,2009-10-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/S-Y-M-661-AMENAZAS-VEREDA-VILLA-NUEVA-MUNICIPIO-DE-GENOVA-2009.pdf', 'description': 'Informe'}",DESLIZAMIENTO TRASLACIONAL,DESLIZAMIENTO,1738,True,2009-10-19,2009,10,19,5882,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/S-Y-M-661-AMENAZAS-VEREDA-VILLA-NUEVA-MUNICIPIO-DE-GENOVA-2009.pdf', 'description': 'Informe'}",True,ALTO,349
COLÓN,Guaitarilla,4551330,1742066,1.661369,-77.032034,1738,Río Mayo,Deslizamiento traslacional,661,2009-10-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/S-Y-M-661-AMENAZAS-VEREDA-VILLA-NUEVA-MUNICIPIO-DE-GENOVA-2009.pdf', 'description': 'Informe'}",DESLIZAMIENTO TRASLACIONAL,DESLIZAMIENTO,1738,True,2009-10-19,2009,10,19,5882,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/S-Y-M-661-AMENAZAS-VEREDA-VILLA-NUEVA-MUNICIPIO-DE-GENOVA-2009.pdf', 'description': 'Informe'}",True,ALTO,350
COLÓN,Guaitarilla,4550318,1742660,1.666713,-77.041124,1655,Río Mayo,Deslizamiento traslacional,661,2009-10-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/S-Y-M-661-AMENAZAS-VEREDA-VILLA-NUEVA-MUNICIPIO-DE-GENOVA-2009.pdf', 'description': 'Informe'}",DESLIZAMIENTO TRASLACIONAL,DESLIZAMIENTO,1655,True,2009-10-19,2009,10,19,5882,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/S-Y-M-661-AMENAZAS-VEREDA-VILLA-NUEVA-MUNICIPIO-DE-GENOVA-2009.pdf', 'description': 'Informe'}",True,ALTO,351
COLÓN,Bellavista,4549317,1742766,1.667651,-77.050107,1541,Río Mayo,Deslizamiento traslacional,661,2009-10-19T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/S-Y-M-661-AMENAZAS-VEREDA-VILLA-NUEVA-MUNICIPIO-DE-GENOVA-2009.pdf', 'description': 'Informe'}",DESLIZAMIENTO TRASLACIONAL,DESLIZAMIENTO,1541,True,2009-10-19,2009,10,19,5882,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/S-Y-M-661-AMENAZAS-VEREDA-VILLA-NUEVA-MUNICIPIO-DE-GENOVA-2009.pdf', 'description': 'Informe'}",True,ALTO,352
LA CRUZ,La Estancia,4558639,1734202,1.590498,-76.966319,2461,Río Mayo,Deslizamiento,238,2008-07-07T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-238-DESL-VEREDA-LA-ESTANCIA-AFECTACION-TUBERIA-ACUEDUCTO-LA-CRUZ-2008.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2461,True,2008-07-07,2008,7,7,6351,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-238-DESL-VEREDA-LA-ESTANCIA-AFECTACION-TUBERIA-ACUEDUCTO-LA-CRUZ-2008.pdf', 'description': 'Informe'}",True,ALTO,353
SAN BERNARDO,Casco urbano,4549782,1725834,1.514795,-77.045637,2110,Río Juanambú,Deslizamiento,239,2008-07-07T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/IT-239-Barrio-Villa-Hermosa-San-Bernardo-2008.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2110,True,2008-07-07,2008,7,7,6351,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/IT-239-Barrio-Villa-Hermosa-San-Bernardo-2008.pdf', 'description': 'Informe'}",True,ALTO,354
LA CRUZ,Moncayo,4563321,1734013,1.588872,-76.924307,2227,Río Mayo,Deslizamiento,31,2008-03-18T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-031-AREA-INESTABLE-VEREDA-MONCAYO-LA-CRUZ-MARZO-2008.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2227,True,2008-03-18,2008,3,18,6462,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-031-AREA-INESTABLE-VEREDA-MONCAYO-LA-CRUZ-MARZO-2008.pdf', 'description': 'Informe'}",True,ALTO,355
BELÉN,Casco urbano,4553215,1734925,1.596931,-77.014995,2475,Río Mayo,Deslizamiento,745,2007-08-14T00:00:00.000,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-No.-745.-AREAS-INESTABLES-BELEN-2007.pdf', 'description': 'Informe'}",DESLIZAMIENTO,DESLIZAMIENTO,2475,True,2007-08-14,2007,8,14,6679,"{'url': 'https://corponarino.gov.co/wp-content/uploads/2024/05/INFORME-No.-745.-AREAS-INESTABLES-BELEN-2007.pdf', 'description': 'Informe'}",True,ALTO,356
